dataset,ratio_evaluation,evaluation_method,feature_selection,learner,accuracy,f1_score,precision,recall,top 1,top 2,top 3,top 4,top 5,top 6,top 7,top 8,top 9,top 10
turma_2,1.0,holdout (33/67),chi2 (10),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,holdout (33/67),chi2 (10),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,holdout (33/67),chi2 (10),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,holdout (33/67),chi2 (10),neural_network,0.9321428571428572,0.8950276243093923,1.0,0.81,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,holdout (33/67),chi2 (10),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,holdout (33/67),chi2 (10),svm,0.9285714285714286,0.888888888888889,1.0,0.8,grades_average,important_activities_complete_below_average,important_activities_incomplete,important_activities_incomplete_below_average,important_grades_below_mean,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean
turma_2,1.0,xvalidation (k=10),info_gain (5),random_forest,0.9569767441860465,0.9419152276295134,0.9463722397476341,0.9375,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),tree,0.9534883720930233,0.9375,0.9375,0.9375,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),naive_bayes,0.9069767441860465,0.8787878787878787,0.8529411764705882,0.90625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),logistic_regression,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),neural_network,0.9767441860465116,0.9696969696969697,0.9411764705882353,1.0,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),gradient_boosting,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (5),svm,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),random_forest,0.9610344827586207,0.9464708668877309,0.943342776203966,0.9496197718631179,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),knn,0.9706896551724138,0.9606299212598425,0.9584103512014788,0.9628597957288765,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),tree,0.9489655172413793,0.9334532374100719,0.9385171790235082,0.9284436493738819,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),naive_bayes,0.9251724137931034,0.9037694013303769,0.859915611814346,0.9523364485981308,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),logistic_regression,0.9613793103448276,0.9490909090909091,0.9456521739130435,0.9525547445255474,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),neural_network,0.9775862068965517,0.9702244617498854,0.9438502673796791,0.998114985862394,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),gradient_boosting,0.9482758620689655,0.9298409728718428,0.9403973509933775,0.9195189639222942,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,"random (n=10, test=33%)",info_gain (5),svm,0.9720689655172414,0.9627586206896552,0.9730483271375465,0.9526842584167425,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),random_forest,0.9071428571428571,0.8505747126436781,1.0,0.74,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),knn,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),neural_network,0.9321428571428572,0.8950276243093923,1.0,0.81,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),info_gain (5),svm,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,,,,,
turma_2,1.0,xvalidation (k=10),info_gain (10),random_forest,0.958139534883721,0.9435736677115988,0.9465408805031447,0.940625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),tree,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),naive_bayes,0.9302325581395349,0.911764705882353,0.8611111111111112,0.96875,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),logistic_regression,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),neural_network,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),gradient_boosting,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,xvalidation (k=10),info_gain (10),svm,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),random_forest,0.96,0.9455399061032864,0.9535984848484849,0.9376163873370578,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),knn,0.9720689655172414,0.962412993039443,0.9619666048237476,0.9628597957288765,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),tree,0.9434482758620689,0.9241443108233118,0.9353932584269663,0.9131627056672761,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),naive_bayes,0.9337931034482758,0.9157894736842105,0.8543371522094927,0.9867674858223062,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),logistic_regression,0.9562068965517241,0.9407372841810545,0.9368029739776952,0.9447047797563262,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),neural_network,0.9627586206896551,0.9518716577540107,0.9335664335664335,0.9709090909090909,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),gradient_boosting,0.9417241379310345,0.920470588235294,0.9349904397705545,0.9063948100092678,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,"random (n=10, test=33%)",info_gain (10),svm,0.9772413793103448,0.969187675070028,0.9637883008356546,0.9746478873239437,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,grades_below_mean,activities_incomplete,activities_complete_below_average,activities_incomplete_below_average,attendance_below_mean,missing,amount_sequencial_missing
turma_2,1.0,holdout (33/67),info_gain (10),random_forest,0.9035714285714286,0.8439306358381503,1.0,0.73,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),knn,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),neural_network,0.9321428571428572,0.8950276243093923,1.0,0.81,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,holdout (33/67),info_gain (10),svm,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_between_0_2_5,grades_between_7_5_10,grades_below_5,grades_below_mean,attendance_below_mean,activities_complete_below_average,activities_incomplete_below_average,missing,sequencial_missing_5
turma_2,1.0,xvalidation (k=10),gain_ratio (5),random_forest,0.9593023255813954,0.9453978159126365,0.9439252336448598,0.946875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),tree,0.9418604651162791,0.923076923076923,0.9090909090909091,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),naive_bayes,0.9302325581395349,0.9142857142857143,0.8421052631578947,1.0,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),logistic_regression,0.9534883720930233,0.9375,0.9375,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),neural_network,0.9697674418604652,0.9598765432098766,0.948170731707317,0.971875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),gradient_boosting,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (5),svm,0.9767441860465116,0.96875,0.96875,0.96875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),random_forest,0.9637931034482758,0.9502605400284225,0.9570610687022901,0.9435559736594544,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),knn,0.9682758620689655,0.9574468085106383,0.9645852749301025,0.9504132231404959,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),tree,0.9455172413793104,0.9269195189639221,0.9226519337016574,0.9312267657992565,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),naive_bayes,0.9248275862068965,0.9068376068376068,0.8315047021943573,0.9971804511278195,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),logistic_regression,0.9613793103448276,0.9493212669683259,0.9391226499552372,0.959743824336688,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),neural_network,0.9703448275862069,0.9605504587155964,0.9381720430107527,0.9840225563909775,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),gradient_boosting,0.9510344827586207,0.9357466063348416,0.9434306569343066,0.9281867145421903,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (5),svm,0.9779310344827586,0.9708029197080293,0.9602888086642599,0.981549815498155,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),random_forest,0.9035714285714286,0.8439306358381503,1.0,0.73,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),knn,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),neural_network,0.9321428571428572,0.8950276243093923,1.0,0.81,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,holdout (33/67),gain_ratio (5),svm,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,,,,,
turma_2,1.0,xvalidation (k=10),gain_ratio (10),random_forest,0.958139534883721,0.9433962264150944,0.9493670886075949,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),knn,0.9651162790697675,0.9523809523809523,0.967741935483871,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),tree,0.9534883720930233,0.9375,0.9375,0.9375,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),naive_bayes,0.9418604651162791,0.927536231884058,0.8648648648648649,1.0,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),logistic_regression,0.9651162790697675,0.9538461538461539,0.9393939393939394,0.96875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),neural_network,0.9720930232558139,0.9627329192546583,0.9567901234567902,0.96875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),gradient_boosting,0.9418604651162791,0.9206349206349206,0.9354838709677419,0.90625,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,xvalidation (k=10),gain_ratio (10),svm,0.9767441860465116,0.96875,0.96875,0.96875,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),random_forest,0.9686206896551725,0.9574567554932212,0.9588014981273408,0.9561157796451915,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),knn,0.9627586206896551,0.949343339587242,0.9628924833491912,0.9361702127659575,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),tree,0.9420689655172414,0.9250669045495095,0.9275491949910555,0.9225978647686833,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),naive_bayes,0.9375862068965517,0.9212701174423662,0.8644897959183674,0.9860335195530726,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),logistic_regression,0.9589655172413794,0.9460806524694154,0.9396939693969397,0.9525547445255474,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),neural_network,0.9720689655172414,0.9627928341754709,0.9641214351425943,0.9614678899082569,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),gradient_boosting,0.9462068965517242,0.9274418604651165,0.9513358778625954,0.9047186932849365,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,"random (n=10, test=33%)",gain_ratio (10),svm,0.9789655172413793,0.9723606705935659,0.9571810883140054,0.9880294659300184,activities_complete_below_average,activities_incomplete_below_average,grades_between_7_5_10,grades_between_0_2_5,grades_below_5,activities_incomplete,grades_below_mean,sequencial_missing_12,sequencial_missing_5,sequencial_missing_6
turma_2,1.0,holdout (33/67),gain_ratio (10),random_forest,0.9035714285714286,0.8439306358381503,1.0,0.73,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),knn,0.9285714285714286,0.888888888888889,1.0,0.8,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),tree,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),naive_bayes,0.9642857142857143,0.9473684210526316,1.0,0.9,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),logistic_regression,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),neural_network,0.9357142857142857,0.9010989010989011,1.0,0.82,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
turma_2,1.0,holdout (33/67),gain_ratio (10),gradient_boosting,0.8928571428571429,0.8235294117647058,1.0,0.7,activities_incomplete,grades_below_5,grades_between_0_2_5,grades_between_7_5_10,grades_below_mean,activities_complete_below_average,activities_incomplete_below_average,sequencial_missing_12,sequencial_missing_5,attendance_below_mean
